Dataset_sequence_ID,Suborders,Families,Species.name,Genus,Species,Forest,Savanna,Dessert,Urban,Cave,Wetlands,Habitat.source,Population.status,Conservation.status,Extinction.risk,Geopolotical.endemism,Biogeographic.breadth,Feeding groups,Trophic level,Feeding.group.source,Island.endemism,Current.range,Natural.range,Geographical.range.source,Body.mass,Body.mass.source,Generation.length,Generation.lenght.source,Mining & quarrying,Sacred activities,Tourism and caving activities,Guano extraction,Vandalism,Nest harvesting,Bushmeat hunting & medicine,Intensional killings/Misguided killings,Gating,Scientific research,Agriculture,Urbanisation,Deforestation,Pollution,Road Kills,Diseases and parasitism,"Invasive species, predation",Fire,Drought,Heatwaves,Extreme cold,Storm,Threat.source
Dataset_1_355,Yangochiroptera,Vespertilionidae,Myotis fortidens ,Myotis,fortidens ,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,110,110,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",4.4,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_356,Yangochiroptera,Vespertilionidae,Myotis frater ,Myotis,frater ,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Data Deficient,Data Deficient,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,261,321,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7.6,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_357,Yangochiroptera,Vespertilionidae,Myotis gomantongensis ,Myotis,gomantongensis ,0,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,108,108,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",9.4,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_358,Yangochiroptera,Vespertilionidae,Myotis goudoti ,Myotis,goudoti ,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Endemic,Afrotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,81,81,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_359,Yangochiroptera,Vespertilionidae,Myotis grisescens,Myotis,grisescens,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Increasing,Near Threatened,Non threatened,Endemic,Nearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,118,118,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",10.5,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",3469.92725,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_360,Yangochiroptera,Vespertilionidae,Myotis hajastanicus,Myotis,hajastanicus,0,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Critically Endangered,Threatened,Endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,3,3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",6.8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_361,Yangochiroptera,Vespertilionidae,Myotis hasseltii ,Myotis,hasseltii ,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,193,193,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",8.8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_362,Yangochiroptera,Vespertilionidae,Myotis horsfieldii,Myotis,horsfieldii,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,457,457,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",6.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_363,Yangochiroptera,Vespertilionidae,Myotis ikonnikovi,Myotis,ikonnikovi,1,0,0,0,1,1,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,284,284,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",3.7,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_364,Yangochiroptera,Vespertilionidae,Myotis indochinensis,Myotis,indochinensis,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Data Deficient,Data Deficient,Non endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,161,161,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",8.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_365,Yangochiroptera,Vespertilionidae,Myotis izecksohni ,Myotis,izecksohni,1,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Data Deficient,Data Deficient,Endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,1,1,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",6.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_366,Yangochiroptera,Vespertilionidae,Myotis keaysi,Myotis,keaysi,1,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,443,443,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",5.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_367,Yangochiroptera,Vespertilionidae,Myotis keenii,Myotis,keenii,1,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Endemic,Nearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,37,37,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",6.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_368,Yangochiroptera,Vespertilionidae,Myotis laniger,Myotis,laniger,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Indomalayan to Paleartic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,298,298,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",3.7,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_369,Yangochiroptera,Vespertilionidae,Myotis lavali,Myotis,lavali,1,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,1708,1708,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",4.2,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_370,Yangochiroptera,Vespertilionidae,Myotis leibii ,Myotis,leibii ,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Nearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,211,211,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",5.1,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_371,Yangochiroptera,Vespertilionidae,Myotis levis,Myotis,levis,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,192,192,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",5.5,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_372,Yangochiroptera,Vespertilionidae,Myotis longipes,Myotis,longipes,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Data Deficient,Data Deficient,Non endemic,Indomalayan,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,30,64,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7.5,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_373,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis,lucifugus,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Nearctic to Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,1509,1509,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7.6,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",4117.2,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_374,Yangochiroptera,Vespertilionidae,Myotis macrodactylus,Myotis,macrodactylus,1,0,0,0,1,1,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,146,146,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7.2,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_375,Yangochiroptera,Vespertilionidae,Myotis macropus,Myotis,macropus,0,0,0,0,1,1,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Oceania,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,255,255,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",10,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2106.628504,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
